Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
67,20,3,0.0,19900,2,0.0,5,4,4,5,3,13,3,7,5,8,7,5,1970,1989,5,7,7,7,4.0,287.0,3,3,5,5.0,4.0,5.0,7.0,912,2.0,0,1035,1947,5,3,1,5.0,0,0,2207,1,0,2,0,3,1,3,7,1,5.0,6.0,1970.0,3.0,2,576,3,301,0,0,0,0,0,0.0,0.0,0.0,0,7,2010,10,6,180000
68,20,3,72.0,10665,2,0.0,4,4,4,5,3,20,7,7,5,8,7,5,2003,2003,5,7,3,3,4.0,167.0,4,3,4,5.0,4.0,4.0,7.0,1013,2.0,0,440,1453,5,5,1,5.0,0,0,1479,1,0,2,0,3,1,4,8,0,0.0,6.0,2003.0,3.0,2,558,3,144,29,0,0,0,0,0.0,0.0,0.0,0,6,2007,10,6,226000
69,30,1,47.0,4608,2,0.0,5,4,4,4,3,8,9,7,5,8,4,6,1945,1950,5,7,9,9,2.0,0.0,3,4,5,4.0,4.0,2.0,2.0,0,2.0,0,747,747,5,3,1,5.0,0,0,747,0,0,1,0,2,1,3,8,0,0.0,6.0,1945.0,2.0,1,220,3,0,0,0,0,0,0,0.0,0.0,0.0,0,6,2010,10,6,80000
70,50,3,81.0,15593,2,0.0,5,4,4,4,3,21,7,7,5,7,7,4,1953,1953,5,7,14,17,2.0,0.0,4,3,5,4.0,4.0,2.0,5.0,603,2.0,0,701,1304,4,3,1,5.0,983,0,2287,0,0,2,0,3,1,3,8,1,4.0,6.0,1953.0,4.0,2,667,3,0,21,114,0,0,0,0.0,0.0,0.0,0,7,2006,10,6,225000
71,20,3,95.0,13651,2,0.0,4,4,4,5,3,13,7,7,5,8,7,6,1973,1973,5,7,7,7,4.0,1115.0,3,4,5,5.0,4.0,5.0,6.0,1880,2.0,0,343,2223,5,5,1,5.0,0,0,2223,1,0,2,0,3,1,3,8,2,5.0,6.0,1973.0,4.0,2,516,3,300,0,0,0,0,0,0.0,0.0,0.0,0,2,2007,10,6,244000
72,20,3,69.0,7599,2,0.0,5,4,4,4,3,14,7,7,5,8,4,6,1982,2006,5,7,11,7,2.0,0.0,3,3,5,4.0,4.0,2.0,6.0,565,2.0,0,280,845,5,3,1,5.0,0,0,845,1,0,1,0,2,1,3,8,0,0.0,2.0,1987.0,2.0,2,360,3,0,0,0,0,0,0,0.0,0.0,0.0,0,6,2007,10,6,129500
73,60,3,74.0,10141,2,0.0,4,4,4,4,3,17,7,7,5,5,7,5,1998,1998,5,7,3,3,4.0,40.0,3,3,4,5.0,4.0,2.0,2.0,0,2.0,0,832,832,5,4,1,5.0,833,0,1718,0,0,2,1,3,1,3,8,1,4.0,6.0,1998.0,4.0,2,427,3,0,94,0,0,291,0,0.0,0.0,0.0,0,12,2009,10,6,185000
74,20,3,85.0,10200,2,0.0,5,4,4,5,3,13,7,7,5,8,5,7,1954,2003,5,7,2,2,4.0,104.0,3,3,5,4.0,4.0,2.0,6.0,320,5.0,362,404,1086,5,4,1,5.0,0,0,1086,1,0,1,0,3,1,3,8,0,0.0,6.0,1989.0,2.0,2,490,3,0,0,0,0,0,0,0.0,3.0,0.0,0,5,2010,10,6,144900
75,50,1,60.0,5790,2,0.0,5,4,4,4,3,8,7,7,5,5,3,6,1915,1950,4,7,3,3,2.0,0.0,4,4,5,3.0,4.0,2.0,2.0,0,2.0,0,840,840,5,4,2,5.0,765,0,1605,0,0,2,0,3,2,3,8,0,0.0,2.0,1915.0,2.0,1,379,3,0,0,202,0,0,0,0.0,0.0,0.0,0,5,2010,10,6,107400
76,180,1,21.0,1596,2,0.0,5,4,4,5,3,15,7,7,1,1,4,5,1973,1973,5,7,12,12,2.0,0.0,3,3,5,5.0,4.0,5.0,7.0,462,2.0,0,0,462,5,3,1,5.0,462,0,988,1,0,1,0,2,1,3,8,0,0.0,4.0,1973.0,2.0,1,297,3,120,101,0,0,0,0,0.0,3.0,0.0,0,11,2009,10,6,91000
77,20,3,0.0,8475,2,0.0,4,4,4,5,3,13,7,7,5,8,4,7,1956,1956,5,7,3,3,2.0,0.0,3,3,5,4.0,4.0,2.0,6.0,228,2.0,0,724,952,5,5,1,4.0,0,0,952,0,0,1,0,2,1,3,8,0,0.0,2.0,1956.0,2.0,1,283,3,0,0,0,0,0,0,0.0,0.0,0.0,0,4,2008,10,6,135750
78,50,1,50.0,8635,2,0.0,5,4,4,5,3,22,7,7,5,7,5,5,1948,2001,5,7,2,2,2.0,0.0,3,3,5,4.0,4.0,2.0,5.0,336,7.0,41,295,672,5,3,1,5.0,213,0,1285,1,0,1,0,2,1,3,7,0,0.0,2.0,1948.0,2.0,1,240,3,0,0,0,0,0,0,0.0,4.0,0.0,0,1,2008,10,6,127000
79,90,3,72.0,10778,2,0.0,5,4,4,5,3,6,7,7,3,8,4,5,1968,1968,3,7,11,11,2.0,0.0,3,3,5,4.0,4.0,2.0,2.0,0,2.0,0,1768,1768,5,3,2,5.0,0,0,1768,0,0,2,0,4,2,3,8,0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0,4,2010,10,6,136500
80,50,1,60.0,10440,2,3.0,5,4,4,4,3,8,7,7,5,5,5,6,1910,1981,5,7,2,2,2.0,0.0,3,3,4,4.0,4.0,2.0,2.0,0,2.0,0,440,440,5,4,1,5.0,548,0,1230,0,0,1,1,2,1,3,8,0,0.0,2.0,1966.0,2.0,2,440,3,74,0,128,0,0,0,0.0,4.0,0.0,0,5,2009,10,6,110000
81,60,3,100.0,13000,2,0.0,5,4,4,4,3,13,7,7,5,5,6,6,1968,1968,5,7,3,3,4.0,576.0,3,4,5,5.0,4.0,2.0,4.0,448,2.0,0,448,896,5,3,1,5.0,960,0,2142,0,0,2,1,4,1,4,8,1,5.0,6.0,1968.0,4.0,1,509,3,0,72,0,0,252,0,0.0,0.0,0.0,0,6,2009,10,6,193500
82,120,1,32.0,4500,2,0.0,5,4,4,2,3,14,7,7,2,8,6,5,1998,1998,3,7,3,3,4.0,443.0,3,4,4,6.0,5.0,2.0,7.0,1201,2.0,0,36,1237,5,5,1,5.0,0,0,1337,1,0,2,0,2,1,3,8,0,0.0,6.0,1998.0,4.0,2,405,3,0,199,0,0,0,0,0.0,0.0,0.0,0,3,2006,10,6,153500
83,20,3,78.0,10206,2,0.0,5,4,4,5,3,4,7,7,5,8,8,5,2007,2007,5,7,3,3,1.0,468.0,3,3,4,5.0,4.0,2.0,7.0,33,2.0,0,1530,1563,5,5,1,5.0,0,0,1563,0,0,2,0,3,1,4,8,1,5.0,6.0,2007.0,3.0,3,758,3,144,99,0,0,0,0,0.0,0.0,0.0,0,10,2008,10,6,245000
84,20,3,80.0,8892,2,0.0,4,4,4,5,3,13,7,7,5,8,5,5,1960,1960,5,7,9,9,5.0,66.0,3,3,5,4.0,4.0,2.0,2.0,0,2.0,0,1065,1065,5,4,1,5.0,0,0,1065,0,0,1,1,3,1,3,8,0,0.0,2.0,1974.0,2.0,2,461,3,74,0,0,0,0,0,0.0,0.0,0.0,0,7,2007,6,6,126500
85,80,3,0.0,8530,2,0.0,4,4,4,5,3,17,7,7,5,1,7,5,1995,1996,5,7,11,11,4.0,22.0,3,3,4,5.0,4.0,2.0,2.0,0,2.0,0,384,384,5,4,1,5.0,670,0,1474,0,0,2,1,3,1,3,8,1,4.0,4.0,1995.0,4.0,2,400,3,120,72,0,0,0,0,0.0,0.0,3.0,700,5,2009,10,6,168500
86,60,3,121.0,16059,2,0.0,5,4,4,4,3,12,7,7,5,5,8,5,1991,1992,3,7,11,11,4.0,284.0,4,3,5,5.0,4.0,2.0,2.0,0,2.0,0,1288,1288,5,5,1,5.0,1116,0,2417,0,0,2,1,4,1,4,8,1,4.0,6.0,1991.0,2.0,2,462,3,127,82,0,0,0,0,0.0,0.0,0.0,0,4,2006,10,6,260000
87,60,3,122.0,11911,2,0.0,3,4,4,5,3,17,7,7,5,5,6,5,2005,2005,5,7,3,3,2.0,0.0,4,3,4,5.0,4.0,4.0,2.0,0,2.0,0,684,684,5,5,1,5.0,876,0,1560,0,0,2,1,3,1,4,8,1,5.0,4.0,2005.0,4.0,2,400,3,100,38,0,0,0,0,0.0,0.0,0.0,0,3,2009,10,6,174000
88,160,6,40.0,3951,2,2.0,5,4,4,4,3,4,7,7,2,5,6,5,2009,2009,5,7,3,3,1.0,76.0,4,3,4,5.0,4.0,4.0,2.0,0,2.0,0,612,612,5,5,1,5.0,612,0,1224,0,0,2,1,2,1,4,8,0,0.0,2.0,2009.0,3.0,2,528,3,0,234,0,0,0,0,0.0,0.0,0.0,0,6,2009,7,1,164500
89,50,0,105.0,8470,2,0.0,4,4,4,4,3,16,8,8,5,7,3,2,1915,1982,3,7,7,7,2.0,0.0,2,2,5,4.0,3.0,2.0,2.0,0,2.0,0,1013,1013,5,3,2,5.0,0,513,1526,0,0,1,0,2,1,2,8,0,0.0,0.0,0.0,0.0,0,0,1,0,0,156,0,0,0,0.0,4.0,0.0,0,10,2009,2,5,85000
90,20,3,60.0,8070,2,0.0,5,4,4,5,3,20,7,7,5,8,4,5,1994,1995,5,7,3,3,2.0,0.0,3,3,4,5.0,4.0,2.0,7.0,588,2.0,0,402,990,5,5,1,5.0,0,0,990,1,0,1,0,3,1,3,8,0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0,8,2007,10,6,123600
91,20,3,60.0,7200,2,0.0,5,4,4,5,3,13,7,7,5,8,4,5,1950,1950,5,7,14,2,2.0,0.0,3,3,3,0.0,0.0,0.0,0.0,0,0.0,0,0,0,5,3,1,4.0,0,0,1040,0,0,1,0,2,1,3,8,0,0.0,2.0,1950.0,2.0,2,420,3,0,29,0,0,0,0,0.0,0.0,0.0,0,7,2006,10,6,109900
92,20,3,85.0,8500,2,0.0,5,4,4,5,3,13,7,7,5,8,5,3,1961,1961,3,7,11,11,5.0,203.0,3,3,5,4.0,4.0,2.0,4.0,600,2.0,0,635,1235,5,3,1,5.0,0,0,1235,0,0,1,0,2,1,3,8,0,0.0,6.0,1961.0,2.0,2,480,3,0,0,0,0,0,0,0.0,3.0,0.0,0,12,2006,10,5,98600
93,30,3,80.0,13360,2,3.0,4,2,4,5,3,19,7,7,5,8,5,7,1921,2006,5,7,2,2,2.0,0.0,3,4,6,5.0,4.0,2.0,6.0,713,2.0,0,163,876,5,5,1,5.0,0,0,964,1,0,1,0,2,1,3,8,0,0.0,2.0,1921.0,2.0,2,432,3,0,0,44,0,0,0,0.0,0.0,0.0,0,8,2009,10,6,163500
94,190,0,60.0,7200,2,0.0,5,4,4,4,3,8,7,7,4,3,6,6,1910,1998,3,7,9,9,2.0,0.0,3,3,6,4.0,3.0,3.0,4.0,1046,2.0,0,168,1214,4,5,2,5.0,1031,0,2291,0,1,2,0,4,2,3,8,1,5.0,2.0,1900.0,2.0,2,506,3,0,0,0,0,99,0,0.0,0.0,0.0,0,11,2007,10,6,133900
95,60,3,69.0,9337,2,0.0,4,4,4,5,3,20,7,7,5,5,6,5,1997,1997,5,7,3,3,2.0,0.0,3,4,4,5.0,4.0,2.0,7.0,648,2.0,0,176,824,5,5,1,5.0,881,0,1786,1,0,2,1,3,1,4,8,0,0.0,6.0,1997.0,3.0,2,684,3,0,162,0,0,0,0,0.0,0.0,0.0,0,5,2007,10,6,204750
96,60,3,0.0,9765,2,0.0,3,4,4,4,3,17,7,7,5,5,6,8,1993,1993,5,7,3,3,4.0,68.0,5,4,4,5.0,5.0,2.0,6.0,310,2.0,0,370,680,5,4,1,5.0,790,0,1470,0,0,2,1,3,1,3,8,1,4.0,4.0,1993.0,4.0,2,420,3,232,63,0,0,0,0,0.0,0.0,3.0,480,4,2009,10,6,185000
97,20,3,78.0,10264,2,0.0,4,4,4,5,3,20,7,7,5,8,7,5,1999,1999,5,7,3,3,4.0,183.0,4,3,4,5.0,4.0,4.0,6.0,1162,2.0,0,426,1588,5,5,1,5.0,0,0,1588,0,0,2,0,3,1,4,8,0,0.0,6.0,1999.0,3.0,2,472,3,158,29,0,0,0,0,0.0,0.0,0.0,0,8,2006,10,6,214000
98,20,3,73.0,10921,2,0.0,5,2,4,5,3,18,7,7,5,8,4,5,1965,1965,3,7,11,11,4.0,48.0,3,3,5,4.0,4.0,2.0,4.0,520,2.0,0,440,960,5,3,1,3.0,0,0,960,1,0,1,0,3,1,3,8,0,0.0,6.0,1965.0,4.0,1,432,2,120,0,0,0,0,0,0.0,0.0,0.0,0,5,2007,10,6,94750
99,30,3,85.0,10625,2,0.0,5,4,4,4,3,18,7,7,5,8,5,5,1920,1950,5,7,2,2,2.0,0.0,3,3,6,4.0,4.0,2.0,6.0,108,2.0,0,350,458,5,2,2,5.0,0,0,835,0,0,1,0,2,1,3,8,0,0.0,5.0,1920.0,2.0,1,366,3,0,0,77,0,0,0,0.0,0.0,3.0,400,5,2010,6,5,83000
100,20,3,77.0,9320,2,0.0,4,4,4,5,3,13,7,7,5,8,4,5,1959,1959,5,7,7,7,2.0,0.0,3,3,5,4.0,4.0,2.0,6.0,569,2.0,0,381,950,5,2,1,5.0,0,0,1225,1,0,1,1,3,1,3,8,0,0.0,0.0,0.0,0.0,0,0,3,352,0,0,0,0,0,0.0,0.0,3.0,400,1,2010,10,6,128950
101,20,3,0.0,10603,2,0.0,4,4,4,5,3,9,7,7,5,8,6,7,1977,2001,5,7,7,7,4.0,28.0,3,3,4,4.0,4.0,3.0,6.0,1200,2.0,0,410,1610,5,4,1,5.0,0,0,1610,1,0,2,0,3,1,4,8,2,4.0,6.0,1977.0,3.0,2,480,3,168,68,0,0,0,0,0.0,0.0,0.0,0,2,2010,10,6,205000
102,60,3,77.0,9206,2,0.0,5,4,4,5,3,5,7,7,5,5,6,5,1985,1985,5,7,11,11,4.0,336.0,4,3,5,5.0,4.0,2.0,2.0,0,2.0,0,741,741,5,3,1,5.0,755,0,1732,0,0,2,1,3,1,4,8,1,4.0,6.0,1985.0,4.0,2,476,3,192,46,0,0,0,0,0.0,0.0,0.0,0,6,2010,10,6,178000
103,90,3,64.0,7018,2,0.0,5,3,4,5,3,5,7,7,3,8,5,5,1979,1979,5,7,11,11,2.0,0.0,3,2,3,0.0,0.0,0.0,0.0,0,0.0,0,0,0,5,3,1,5.0,0,0,1535,0,0,2,0,4,2,3,8,0,0.0,6.0,1979.0,2.0,2,410,3,0,0,0,0,0,0,0.0,0.0,0.0,0,6,2009,10,3,118964
104,20,3,94.0,10402,2,0.0,4,4,4,4,3,20,7,7,5,8,7,5,2009,2009,5,7,3,3,2.0,0.0,3,3,4,5.0,4.0,2.0,2.0,0,2.0,0,1226,1226,5,5,1,5.0,0,0,1226,0,0,2,0,3,1,4,8,0,0.0,6.0,2009.0,3.0,3,740,3,0,36,0,0,0,0,0.0,0.0,0.0,0,5,2010,10,6,198900
105,50,1,0.0,7758,2,0.0,5,4,4,4,3,16,7,7,5,7,7,4,1931,1950,5,7,4,4,4.0,600.0,3,2,4,4.0,4.0,2.0,3.0,224,2.0,0,816,1040,5,5,1,3.0,592,0,1818,0,0,1,1,4,1,3,8,2,4.0,2.0,1951.0,2.0,1,240,3,0,0,0,0,184,0,0.0,0.0,0.0,0,6,2007,10,6,169500
106,60,6,75.0,9375,2,0.0,5,4,4,5,3,4,7,7,5,5,8,5,2003,2004,3,7,3,3,4.0,768.0,4,3,4,6.0,4.0,2.0,2.0,0,2.0,0,1053,1053,5,5,1,5.0,939,0,1992,0,0,2,1,3,1,4,8,1,5.0,6.0,2003.0,3.0,2,648,3,140,45,0,0,0,0,0.0,0.0,0.0,0,8,2008,10,6,250000
107,30,1,60.0,10800,2,3.0,5,4,4,5,3,8,7,7,5,8,4,7,1885,1995,2,7,3,3,2.0,0.0,3,3,6,3.0,4.0,2.0,2.0,0,2.0,0,641,641,5,4,1,5.0,0,0,1047,0,0,1,0,2,1,3,8,0,0.0,2.0,1954.0,2.0,1,273,1,0,0,0,0,0,0,0.0,0.0,3.0,450,8,2007,10,6,100000
108,20,1,50.0,6000,2,0.0,5,4,4,5,3,8,7,7,5,8,5,5,1948,1950,5,7,3,3,2.0,0.0,3,3,5,4.0,4.0,2.0,6.0,104,5.0,169,516,789,5,5,1,5.0,0,0,789,0,0,1,0,2,1,3,8,0,0.0,2.0,1948.0,2.0,1,250,3,0,0,0,0,0,0,0.0,0.0,0.0,0,4,2008,10,1,115000
109,50,1,85.0,8500,2,0.0,5,4,4,4,3,16,9,7,5,7,5,7,1919,2005,5,7,12,12,2.0,0.0,3,3,5,4.0,4.0,2.0,2.0,0,2.0,0,793,793,4,3,2,3.0,520,0,1517,0,0,2,0,3,1,2,8,0,0.0,0.0,0.0,0.0,0,0,1,0,0,144,0,0,0,0.0,0.0,0.0,0,8,2007,10,6,115000
110,20,3,105.0,11751,2,0.0,4,4,4,5,3,9,7,7,5,8,6,6,1977,1977,3,7,7,7,4.0,480.0,3,3,5,5.0,4.0,2.0,5.0,705,2.0,0,1139,1844,5,5,1,5.0,0,0,1844,0,0,2,0,3,1,3,8,1,4.0,6.0,1977.0,3.0,2,546,3,0,122,0,0,0,0,0.0,4.0,0.0,0,1,2010,6,6,190000
111,50,3,75.0,9525,2,0.0,5,4,4,5,3,18,7,7,5,7,6,4,1954,1972,5,7,2,2,2.0,0.0,3,3,5,4.0,3.0,2.0,4.0,444,2.0,0,550,994,5,4,1,5.0,639,0,1855,0,0,2,0,4,1,3,8,0,0.0,6.0,1954.0,2.0,1,325,3,182,0,0,0,0,0,0.0,0.0,0.0,0,10,2006,10,6,136900
112,80,3,0.0,7750,2,0.0,4,4,4,5,3,17,7,7,5,1,7,5,2000,2000,5,7,3,3,2.0,0.0,3,3,4,5.0,4.0,2.0,7.0,250,2.0,0,134,384,5,5,1,5.0,656,0,1430,0,0,2,1,3,1,3,8,1,4.0,4.0,2000.0,4.0,2,400,3,180,0,0,0,0,0,0.0,0.0,0.0,0,4,2010,10,6,180000
113,60,3,77.0,9965,2,0.0,5,4,4,5,3,20,7,7,5,5,7,5,2007,2007,5,7,3,3,1.0,220.0,4,3,4,6.0,4.0,4.0,7.0,984,2.0,0,280,1264,5,5,1,5.0,1414,0,2696,1,0,2,1,4,1,5,8,1,5.0,4.0,2007.0,4.0,3,792,3,120,184,0,0,168,0,0.0,0.0,0.0,0,10,2007,7,1,383970
114,20,3,0.0,21000,2,0.0,5,3,4,4,3,19,7,7,5,8,6,5,1953,1953,3,7,2,2,4.0,184.0,3,4,5,5.0,4.0,3.0,6.0,35,4.0,869,905,1809,5,3,1,5.0,0,0,2259,1,0,2,0,3,1,4,8,2,5.0,5.0,1953.0,2.0,2,450,3,166,120,192,0,0,0,0.0,4.0,0.0,0,10,2007,6,5,217000
115,70,3,61.0,7259,2,0.0,4,4,4,5,2,19,7,7,5,5,6,8,1945,2002,4,7,2,2,2.0,0.0,3,3,5,4.0,4.0,2.0,6.0,774,3.0,150,104,1028,5,5,1,5.0,884,0,2320,1,0,2,1,3,1,4,8,1,4.0,2.0,1945.0,2.0,1,180,3,224,0,0,0,0,0,0.0,4.0,0.0,0,7,2007,10,6,259500
116,160,6,34.0,3230,2,2.0,5,4,4,4,3,4,7,7,2,5,6,5,1999,1999,5,7,9,9,4.0,1129.0,3,3,4,5.0,4.0,2.0,7.0,419,2.0,0,310,729,5,4,1,5.0,729,0,1458,0,0,2,1,2,1,3,8,1,3.0,2.0,1999.0,2.0,2,440,3,0,32,0,0,0,0,0.0,0.0,0.0,0,6,2007,10,6,176000
117,20,3,0.0,11616,2,0.0,5,4,4,5,3,6,7,7,5,8,5,5,1962,1962,5,7,2,2,4.0,116.0,3,3,5,4.0,4.0,2.0,3.0,170,5.0,670,252,1092,5,3,1,5.0,0,0,1092,0,1,1,0,3,1,3,8,1,2.0,6.0,1962.0,2.0,1,288,3,0,20,144,0,0,0,0.0,0.0,0.0,0,9,2009,10,6,139000
118,20,3,74.0,8536,2,0.0,5,4,4,4,3,18,7,7,5,8,5,5,2006,2007,5,7,3,3,2.0,0.0,3,3,4,5.0,4.0,2.0,2.0,0,2.0,0,1125,1125,5,4,1,5.0,0,0,1125,0,0,1,1,2,1,3,8,0,0.0,6.0,2007.0,2.0,2,430,3,80,64,0,0,0,0,0.0,0.0,0.0,0,4,2007,7,1,155000
119,60,3,90.0,12376,2,0.0,5,4,4,4,3,5,7,7,5,5,7,5,1990,1990,3,7,7,7,2.0,0.0,3,3,4,5.0,4.0,3.0,7.0,1470,2.0,0,203,1673,5,4,1,5.0,1523,0,3222,1,0,3,0,5,1,4,8,2,4.0,6.0,1990.0,2.0,3,594,3,367,0,0,0,0,0,0.0,0.0,0.0,0,5,2010,10,6,320000
120,60,3,65.0,8461,2,0.0,5,4,4,5,3,20,7,7,5,5,6,5,2005,2006,5,7,3,3,2.0,0.0,4,3,4,5.0,4.0,2.0,2.0,0,2.0,0,728,728,5,5,1,5.0,728,0,1456,0,0,2,1,3,1,4,8,1,5.0,6.0,2005.0,4.0,2,390,3,0,24,0,0,0,0,0.0,0.0,0.0,0,7,2006,7,1,163990
121,80,3,0.0,21453,2,0.0,4,1,4,3,1,21,7,7,5,1,6,5,1969,1969,6,5,7,7,2.0,0.0,3,3,5,4.0,4.0,5.0,6.0,938,2.0,0,0,938,5,5,1,5.0,0,0,988,1,0,1,0,1,1,3,8,2,4.0,6.0,1969.0,2.0,2,540,3,0,130,0,130,0,0,0.0,0.0,0.0,0,10,2006,10,6,180000
122,50,1,50.0,6060,2,0.0,5,4,4,5,3,16,7,7,5,7,4,5,1939,1950,5,7,17,17,2.0,0.0,3,3,4,4.0,4.0,2.0,2.0,0,2.0,0,732,732,5,4,1,5.0,351,0,1123,0,0,1,0,3,1,3,8,0,0.0,2.0,1979.0,2.0,1,264,2,0,0,140,0,0,0,0.0,4.0,0.0,0,6,2007,10,6,100000
123,20,3,75.0,9464,2,0.0,5,4,4,4,3,13,7,7,5,8,6,7,1958,1958,3,7,9,9,4.0,135.0,3,4,5,4.0,4.0,2.0,5.0,570,2.0,0,510,1080,5,4,1,5.0,0,0,1080,0,0,1,0,3,1,3,8,0,0.0,6.0,1958.0,2.0,1,288,3,0,0,0,0,130,0,0.0,0.0,0.0,0,6,2008,10,6,136000
124,120,3,55.0,7892,2,0.0,5,4,4,5,3,5,7,7,2,8,6,5,1993,1993,5,7,7,7,2.0,0.0,4,3,4,5.0,4.0,2.0,7.0,300,2.0,0,899,1199,5,5,1,5.0,0,0,1199,0,0,2,0,2,1,4,8,0,0.0,6.0,1993.0,3.0,2,530,3,0,63,0,0,0,0,0.0,0.0,0.0,0,3,2008,10,6,153900
125,20,3,48.0,17043,2,0.0,4,4,4,3,3,9,7,7,5,8,6,5,1979,1998,5,7,11,11,2.0,0.0,3,4,5,5.0,3.0,2.0,2.0,0,2.0,0,1362,1362,5,3,1,5.0,0,0,1586,0,0,2,0,3,1,3,8,1,4.0,6.0,1979.0,2.0,2,435,3,192,0,0,0,0,0,0.0,0.0,0.0,0,1,2009,10,6,181000
126,190,1,60.0,6780,2,0.0,5,4,4,5,3,16,7,7,4,7,6,8,1935,1982,5,7,2,2,2.0,0.0,3,2,5,4.0,4.0,4.0,7.0,490,2.0,0,30,520,5,4,2,5.0,0,234,754,1,0,1,0,2,1,3,8,0,0.0,0.0,0.0,0.0,0,0,1,53,0,0,0,0,0,0.0,0.0,0.0,0,6,2006,10,6,84500
127,120,3,0.0,4928,2,0.0,4,4,4,5,3,11,7,7,2,8,6,5,1976,1976,5,7,7,7,2.0,0.0,3,3,5,5.0,4.0,2.0,6.0,120,2.0,0,958,1078,5,3,1,5.0,0,0,958,0,0,2,0,2,1,3,8,1,4.0,6.0,1977.0,3.0,2,440,3,0,205,0,0,0,0,0.0,0.0,0.0,0,2,2007,10,6,128000
128,45,1,55.0,4388,2,0.0,4,3,4,5,3,8,8,7,5,6,5,7,1930,1950,5,7,1,2,2.0,0.0,3,4,6,4.0,4.0,2.0,3.0,116,2.0,0,556,672,5,5,1,5.0,0,0,840,0,0,1,0,3,1,3,8,1,4.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,6,2007,10,6,87000
129,60,3,69.0,7590,2,0.0,5,4,4,5,3,13,4,7,5,5,6,5,1966,1966,5,7,3,3,4.0,266.0,3,3,5,4.0,4.0,2.0,5.0,512,2.0,0,148,660,5,3,1,5.0,688,0,1348,0,0,1,1,3,1,3,8,1,3.0,6.0,1966.0,3.0,2,453,3,188,108,0,0,0,0,0.0,0.0,0.0,0,7,2006,10,6,155000
130,20,3,69.0,8973,2,0.0,5,4,4,5,3,13,7,7,5,8,5,7,1958,1991,5,7,7,7,4.0,85.0,3,3,5,4.0,4.0,2.0,4.0,567,5.0,28,413,1008,5,3,1,4.0,0,0,1053,0,1,1,1,3,1,5,8,0,0.0,7.0,1998.0,3.0,2,750,3,0,80,0,180,0,0,0.0,2.0,0.0,0,7,2006,10,5,150000
131,60,3,88.0,14200,2,0.0,5,4,4,4,3,13,7,7,5,5,7,6,1966,1966,5,7,9,9,4.0,309.0,3,3,5,4.0,4.0,2.0,4.0,445,2.0,0,479,924,5,5,1,5.0,941,0,2157,0,0,2,1,4,1,4,8,2,5.0,6.0,1966.0,4.0,2,487,3,105,66,0,0,0,0,0.0,5.0,0.0,0,5,2006,10,6,226000
132,60,3,0.0,12224,2,0.0,4,4,4,4,3,17,7,7,5,5,6,5,2000,2000,5,7,3,3,4.0,40.0,4,3,4,5.0,4.0,2.0,7.0,695,2.0,0,297,992,5,5,1,5.0,1032,0,2054,1,0,2,1,3,1,4,8,1,4.0,4.0,2000.0,3.0,2,390,3,24,48,0,0,0,0,0.0,0.0,0.0,0,7,2009,10,6,244000
133,20,3,75.0,7388,2,0.0,5,4,4,4,3,13,7,7,5,8,5,6,1959,2002,5,7,9,9,2.0,0.0,3,3,5,4.0,4.0,2.0,4.0,405,2.0,0,658,1063,5,4,1,5.0,0,0,1327,1,0,1,0,3,1,4,8,0,0.0,2.0,1974.0,2.0,2,624,3,0,0,0,0,0,0,0.0,0.0,0.0,0,7,2007,10,6,150750
134,20,3,0.0,6853,2,0.0,4,4,4,5,3,2,7,7,5,8,8,5,2001,2002,5,7,3,3,4.0,136.0,4,3,4,6.0,4.0,2.0,7.0,1005,2.0,0,262,1267,5,5,1,5.0,0,0,1296,1,0,2,0,2,1,4,8,0,0.0,6.0,2001.0,4.0,2,471,3,192,25,0,0,0,0,0.0,0.0,0.0,0,6,2009,10,6,220000
